Product Name,Product Description,Product Categories,Product Price,Product Price per person,Minimum Price Per Person,Product Sub-category,Vegan,Gluten Free,Halal,Kind
Chicken Buddha Satay Noodle Bowl,"Grilled Chicken, Rice Noodles, Broccoli, Cabbage, Carrots, Crispy Wontons, Green Onions, Spicy Peanut Sauce",Healthy,19,,,Bowls,FALSE,FALSE,FALSE,Individual
"Chicken Cashew Nut with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Chicken Chipotle Cheddar Rice Bowl,"Grilled Chicken, Brown Rice, Aged Cheddar, Black Beans, Cabbage, Carrots, Corn, Green Onion, Tomatoes, Creamy Chipotle Dressing",Healthy,19,,,Bowls,FALSE,FALSE,FALSE,Individual
Chicken Chowmein,Chowmein with chicken,Chinese,160,8,,Rice-&-Noodles-Platter,FALSE,FALSE,FALSE,Platter
Chicken Cobb Salad,"Grilled Chicken, Field Greens, Romaine, Aged Cheddar, Avocado, Bacon, Hard Boiled Egg, Corn, Tomatoes, Ranch",Healthy,19,,,Salads,FALSE,FALSE,FALSE,Individual
Chicken Curry,Boneless chicken breast cooked in a unique blend of coriander & coconut milk,Indian,140,7,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Chicken Curry Combo,"Chicken Curry with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,FALSE,FALSE,FALSE,Individual
Chicken Curry Combo with Dessert,"Chicken Curry with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,FALSE,FALSE,FALSE,Individual
Chicken Fettuccine Alfredo Platter,,Pasta,300,15,,Pasta-Platter,FALSE,FALSE,FALSE,Platter
Chicken Fiesta Salad,"Grilled Chicken, Field Greens, Aged Cheddar, Avocado, Salsa Fresca, Black Beans, Corn, Crispy Wontons, Cilantro Lime",Healthy,19,,,Salads,FALSE,FALSE,FALSE,Individual
Chicken Fried Rice,Fried rice with chicken,Chinese,160,8,,Rice-&-Noodles-Platter,FALSE,FALSE,FALSE,Platter
Chicken Greek Salad,"Grilled Chicken, Field Greens, Romaine, Feta Cheese, Kalamata Olives, Cucumber, Red Onions, Tomatoes, Greek Vinaigrette",Healthy,19,,,Salads,FALSE,FALSE,FALSE,Individual
"Chicken Green Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Chicken Karaage,,Japanese,140,7,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Chicken Lemongrass Banh Mi,"Chicken marinated with lemongrass, red curry, asian sweet chili sauce, garlic, ginger, basil, soy sauce, and fish sauce",Vietnamese,13,,,Individually-Packed-Banh-Mi,FALSE,FALSE,FALSE,Individual
Chicken Lemongrass Banh Mi Platter,"Chicken marinated with lemongrass, red curry, asian sweet chili sauce, garlic, ginger, basil, soy sauce, and fish sauce",Vietnamese,240,12,,Banh-Mi-Platter,FALSE,FALSE,FALSE,Platter
Chicken Malai Tikka,"Boneless chicken marinated with ginger, garlic & creamy cheese, grilled in the tandoor to perfection",Indian,120,6,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
"Chicken Massaman Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Chicken Meal Platter,"Grilled chicken with basmati rice, lettuce, tomatoes, olives, pita bread, white sauce & hot sauce.",Mediterranean,400,20,,Meal-Platters,FALSE,FALSE,TRUE,Platter
Chicken Nuggets,,American,200,10,,Chicken-Platter,FALSE,FALSE,FALSE,Platter
Chicken Pad Kee Mao,"Fresh rice noodle wok fried with sprouts, peppers, cabbage, tomatoes and basil in fresh garlic chili sauce",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Chicken Pad Mee,"Brown rice vermicelli wok fried with peppers, cabbage, onions, tomatoes, sprouts and egg in thai style garlic sauce",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Chicken Pad See-Ew,"Fresh rice noodle wok fried with gai lan, sprouts, cabbage, carrots, and egg",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Chicken Pad Thai,"Rice noodle wok fried with sprouts, egg, green onions, tofu, prawns topped with crushed peanuts, and cilantro",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Chicken Pakora,Chicken breast dipped in house made batter & deep fried,Indian,120,6,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
"Chicken Panang Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Chicken Penne Pesto Cream Platter,,Pasta,300,15,,Pasta-Platter,FALSE,FALSE,FALSE,Individual
Chicken Radiatori Rose Platter,,Pasta,300,15,,Pasta-Platter,FALSE,FALSE,FALSE,Platter
"Chicken Red Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Chicken Sandwich,"Grilled chicken with lettuce, tomatoes, green peppers, onion, white sauce & hot sauce.",Mediterranean,15,,,Individually-Packed-Wraps,FALSE,FALSE,TRUE,Individual
Chicken Satay,"Spiced chicken tender, skewered, grilled and served with peanut sauce",Thai,75,3.75,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Chicken Spinach,"Boneless chicken & spinach, cooked with garlic, ginger & Indian spices",Indian,140,7,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Chicken Spinach Combo,"Chicken Spinach with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,FALSE,FALSE,FALSE,Individual
Chicken Spinach Combo with Dessert,"Chicken Spinach with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,FALSE,FALSE,FALSE,Individual
Chicken Strips,,American,240,12,,Chicken-Platter,FALSE,FALSE,FALSE,Platter
Chicken Teriyaki Rice Bowl,,Japanese,17,,,Individually-Packed-Bowls,FALSE,FALSE,FALSE,Individual
Chicken Teriyaki Twist Rice Bowl,"Grilled Chicken, Brown Rice, Broccoli, Carrots, Crispy wontons, Cucumber, Edamame, Green Onions, Sesame Seeds, Teriyaki",Healthy,19,,,Bowls,FALSE,FALSE,FALSE,Individual
Chicken Tikka,"Boneless chicken marinated with our special ingredients, grilled in the tandoor to perfection",Indian,120,6,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Chicken Tikka Masala,Grilled chicken cooked in onion & tomato-based sauce,Indian,140,7,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Chicken Tikka Masala Combo,"Chicken Tikka Masala with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,FALSE,FALSE,FALSE,Individual
Chicken Tikka Masala Combo with Dessert,"Chicken Tikka Masala with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,FALSE,FALSE,FALSE,Individual
Chicken Vindaloo,Boneless chicken and potatoes cooked in a tangy curry sauce,Indian,140,7,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Chicken Vindaloo Combo,"Chicken Vindaloo with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,FALSE,FALSE,FALSE,Individual
Chicken Vindaloo Combo with Dessert,"Chicken Vindaloo with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,FALSE,FALSE,FALSE,Individual
Chicken Wings,,Japanese,140,7,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Chicken Yakisoba,,Japanese,19,,,Individually-Packed-Bowls,FALSE,FALSE,FALSE,Individual
Chickpea Salad,,Pasta,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Chilli Garlic Eggplant,Eggplant cooked with woodear mushroom and bamboo shoots in spicy sauce,Chinese,200,10,,Main-Platter,TRUE,FALSE,FALSE,Individual
Chilli Garlic Eggplant with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,TRUE,FALSE,FALSE,Platter
Chilli Garlic Eggplant with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,TRUE,FALSE,FALSE,Individual
Chilli Lime Fish Burrito,"Chilli lime fish with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,12,,,Individually-Packed-Burrito,FALSE,FALSE,FALSE,Individual
Chilli Lime Fish Burrito Platter,"Chilli lime fish with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,240,12,,Burrito-Platter,FALSE,FALSE,FALSE,Platter
Chilli Lime Fish Quesadilla,"Melted, cheesy goodness with chilli lime fish grilled in a flour tortilla",Mexican,14,,,Individually-Packed-Quesadilla,FALSE,FALSE,FALSE,Individual
Chilli Lime Fish Quesadilla Platter,"Melted, cheesy goodness with chilli lime fish grilled in a flour tortilla",Mexican,280,14,,Quesadilla-Platter,FALSE,FALSE,FALSE,Platter
Chilli Lime Fish Rice Bowl,"Chilli lime fish with rice, beans, salsa, veggies and cheese",Mexican,14,,,Individually-Packed-Bowl,FALSE,FALSE,FALSE,Individual
Chilli Lime Fish Rice Bowl Platter,"Chilli lime fish with rice, beans, salsa, veggies and cheese (Served as build your own bowl style)",Mexican,280,14,,Bowl-Platter,FALSE,FALSE,FALSE,Platter
Chinese Ratatouille,"Eggplant, green peppers & potatoes with garlic sauce",Chinese,200,10,,Main-Platter,TRUE,FALSE,FALSE,Platter
Chinese Ratatouille with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,TRUE,FALSE,FALSE,Platter
Chinese Ratatouille with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,TRUE,FALSE,FALSE,Platter
Chipotle Cheddar Rice Bowl,"Brown Rice, Aged Cheddar, Black Beans, Cabbage, Carrots, Corn, Green Onion, Tomatoes, Creamy Chipotle Dressing",Healthy,15,,,Bowls,FALSE,FALSE,FALSE,Individual
Chips & Guacamole,Crispy chips with guacamole,Mexican,80,4,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Chips & Queso,Crispy chips with queso,Mexican,80,4,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Chips & Salsa,Crispy chips with salsa,Mexican,80,4,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Choco Lava Crunch Cake (2 pieces),,Pizza,6,,,Dessert,FALSE,FALSE,FALSE,Individual
Chocolate Butter Cake Cookies,,Snacks & Drinks,6,,6,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Chocolate Chip Cookies,,Snacks & Drinks,6,,6,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Chocolate Chip Granola Bar,,Snacks & Drinks,4,,4,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Chocolate Granola Bar,,Snacks & Drinks,4,,4,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Chocolate PB Cookies,,Specialty Desserts,115,5.75,,5oz Cookies,FALSE,FALSE,FALSE,Platter
Chocolatines,,Baked Goods & Coffee,60,3,,Baked-Goods-Platter,FALSE,FALSE,FALSE,Platter
Churro Waffles,,Specialty Desserts,66,3.14,,Mini Waffles,FALSE,FALSE,FALSE,Platter
Churros with Caramel Sauce,Crispy churros with delctable caramel sauce,Mexican,80,4,,Dessert-Platter,FALSE,FALSE,FALSE,Platter
Churros with Nutella Sauce,Crispy churros with rich nutella sauce,Mexican,80,4,,Dessert-Platter,FALSE,FALSE,FALSE,Platter
Cilantro Cream Chicken Biryani,"Saffron rice with cilantro cream chicken, spices, fried onions and cilantro garnish.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Cilantro Cream Chicken Biryani Platter,"Saffron rice with cilantro cream chicken, spices, fried onions and cilantro garnish.",Indian Fusion,300,15,,Biryani-Platter,FALSE,FALSE,FALSE,Platter
Cilantro Cream Chicken Dirty Samosa,"Baked potato samosas with cilantro cream chicken, fresh mint mayonnaise, chives and potato strings.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Cilantro Cream Chicken Dirty Samosa Platter,"Baked potato samosas with cilantro cream chicken, fresh mint mayonnaise, chives and potato strings.",Indian Fusion,300,15,,Dirty-Samosa-Platter,FALSE,FALSE,FALSE,Platter
Cilantro Cream Chicken Mac & Cheese,"Macroni, cheddar, mozzarella, chives and cilantro cream chicken.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Cilantro Cream Chicken Mac & Cheese Platter,"Macroni, cheddar, mozzarella, chives and cilantro cream chicken.",Indian Fusion,300,15,,Mac-&-Cheese-Platter,FALSE,FALSE,FALSE,Platter
Cilantro Cream Chicken Sandwich,"Ciabatta bun, cilantro cream chicken, house mayo, kale slaw and pickled onions.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Cilantro Cream Chicken Sandwich Platter,"Ciabatta bun, cilantro cream chicken, house mayo, kale slaw and pickled onions.",Indian Fusion,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Cilantro Cream Chicken Tacos,"Freshly made flour tortillas with cilantro cream chicken, mint mayo, pico de gallo, fresh jalapeno, cilantro and pickled onions.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Cilantro Cream Chicken Tacos Platter,"Freshly made flour tortillas with cilantro cream chicken, mint mayo, pico de gallo, fresh jalapeno, cilantro and pickled onions.",Indian Fusion,300,15,,Indian-Tacos-Platter,FALSE,FALSE,FALSE,Platter
Cilantro Cream Chicken Tuscan Salad,"House citrus dressing, pumpkin seeds, cheese nacho crumbs, diced tomatoes, chickpeas, jalapeno and cilantro cream chicken.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Cilantro Cream Chicken Tuscan Salad Platter,"House citrus dressing, pumpkin seeds, cheese nacho crumbs, diced tomatoes, chickpeas, jalapeno and cilantro cream chicken.",Indian Fusion,300,15,,Tuscan-Salad-Platter,FALSE,FALSE,FALSE,Platter
Cinna Bites (16 pieces),,Pizza,6,,,Dessert,FALSE,FALSE,FALSE,Individual
Classic Banh Mi,"French-influenced sandwich filled with pâté, vietnamese mayo, jambon, vietnamese ham",Vietnamese,13,,,Individually-Packed-Banh-Mi,FALSE,FALSE,FALSE,Individual
Classic Banh Mi Platter,"French-influenced sandwich filled with pâté, vietnamese mayo, jambon, vietnamese ham",Vietnamese,240,12,,Banh-Mi-Platter,FALSE,FALSE,FALSE,Platter
Classic Hot Buffalo Chicken,,Pizza,12,,,Chicken,FALSE,FALSE,FALSE,Individual
Classic Potato Chips,,Snacks & Drinks,5,,5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Cobb Salad,"Field Greens, Romaine, Aged Cheddar, Avocado, Bacon, Hard Boiled Egg, Corn, Tomatoes, Ranch",Healthy,15,,,Salads,FALSE,FALSE,FALSE,Individual
Coca-Cola (12 Cans),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Coca-Cola (2L Bottle),,Snacks & Drinks,5.5,,5.5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Coca-Cola Zero (12 Cans),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Coca-Cola Zero (2L Bottle),,Snacks & Drinks,5.5,,5.5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Coffee (Serves 12),,Baked Goods & Coffee,48,4,,Drinks,FALSE,FALSE,FALSE,Platter
Cookie,,Mediterranean,80,4,,Dessert,FALSE,FALSE,FALSE,Platter
Cookie N Cream Cookies,,Specialty Desserts,115,5.75,,5oz Cookies,FALSE,FALSE,FALSE,Platter
Cookies,Assorted fresh cookies,Mexican,80,4,,Dessert-Platter,FALSE,FALSE,FALSE,Platter
Crab & Tobiko Salad,,Japanese,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Cripsy Bacon & Tomato Chicken,,Pizza,12,,,Chicken,FALSE,FALSE,FALSE,Individual
Crispy Chicken Burger,,American,240,12,,Burger-Platter,FALSE,FALSE,FALSE,Platter
Crispy Chicken Burger,,American,15,,,Individually-Packed-Burger,FALSE,FALSE,FALSE,Platter
Crispy Chilli Lime Fish Tacos,"Crispy corn taco shells with chilli lime fish, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Crispy Grilled Chicken Tacos,"Crispy corn taco shells with grilled chicken, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,TRUE,Platter
Crispy Grilled Veggie Tacos,"Crispy corn taco shells with grilled veggie, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Crispy Ground Beef Tacos,"Crispy corn taco shells with ground beef, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Crispy Pork Al Pastor Tacos,"Crispy corn taco shells with pork al pastor, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Crispy Spicy Chicken Tacos,"Crispy corn taco shells with spicy chicken, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Crispy Spicy Tofu Tacos,"Crispy corn taco shells with spicy tofu, salsa, cheese and sauces (Served as build your own taco style)",Mexican,90,4.5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Cumin Beef Flatbread,Sesame flatbread filled with cumin beef & hot peppers,Chinese,100,5,,Appetizer-Platter,FALSE,FALSE,FALSE,Individual
Dal Makhani,Black lentils cooked in traditional slow cooking method with fragrant spices,Indian,140,7,,Curry-Platter,TRUE,FALSE,FALSE,Platter
Dal Turka,"Yellow moong lentils with Indian spices sauteed with oinion, tomatoes & garlic",Indian,140,7,,Curry-Platter,TRUE,FALSE,FALSE,Platter
Decaf Coffee (Serves 12),,Baked Goods & Coffee,48,4,,Drinks,FALSE,FALSE,FALSE,Platter
Deep Fried Tofu,"Deep fried tofu with plum sauce, crushed peanuts and cilantro",Thai,75,3.75,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Diet Coca-Cola (12 Cans),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Diet Coca-Cola (2L Bottle),,Snacks & Drinks,5.5,,5.5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Dill Pickle Potato Chips,,Snacks & Drinks,5,,5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Double Scallop Poke Bowl (Large),,Hawaiian,19,,,Large-Poke-Bowls,FALSE,FALSE,FALSE,Individual
Double Scallop Poke Bowl (Regular),,Hawaiian,16,,,Regular-Poke-Bowls,FALSE,FALSE,FALSE,Individual
Dr. Pepper (12 Cans),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Dr. Pepper (2L Bottle),,Snacks & Drinks,5.5,,5.5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Earl Grey Honey Cookies,,Specialty Desserts,115,5.75,,5oz Cookies,FALSE,FALSE,FALSE,Platter
Edamame,,Japanese,100,5,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Falafel + Chicken Meal Platter,"Fresh falafel & grilled chicken with basmati rice, lettuce, tomatoes, olives, pita bread, white sauce & hot sauce.",Mediterranean,400,20,,Meal-Platters,FALSE,FALSE,TRUE,Platter
Falafel + Gyro Meal Platter,"Fresh falafel & beef gyro with basmati rice, lettuce, tomatoes, olives, pita bread, white sauce & hot sauce.",Mediterranean,400,20,,Meal-Platters,FALSE,FALSE,TRUE,Platter
Falafel Bowl,"Fresh falafel with basmati rice, lettuce, tomatoes, green pepper, onion, pita bread, white sauce & hot sauce.",Mediterranean,18,,,Individually-Packed-Bowls,FALSE,FALSE,TRUE,Individual
Falafel Meal Platter,"Fresh falafel with basmati rice, lettuce, tomatoes, olives, pita bread, white sauce & hot sauce.",Mediterranean,400,20,,Meal-Platters,FALSE,FALSE,TRUE,Platter
Falafel Sandwich,"Fresh falafel with lettuce, tomatoes, green peppers, onion, white sauce & hot sauce.",Mediterranean,15,,,Individually-Packed-Wraps,FALSE,FALSE,TRUE,Individual
Fettuccine Alfredo Platter,,Pasta,300,15,,Pasta-Platter,FALSE,FALSE,FALSE,Platter
Fettuccine Alfredo with Focaccia,,Pasta,18,,,Individually-Packed-Pasta,FALSE,FALSE,FALSE,Individual
Fiesta Salad,"Field Greens, Aged Cheddar, Avocado, Salsa Fresca, Black Beans, Corn, Crispy Wontons, Cilantro Lime",Healthy,15,,,Salads,FALSE,FALSE,FALSE,Individual
Fish Cake,"Deep fried fish cakes mixed with curry paste, lime leaves, green bean and served with sweet chili sauce",Thai,95,4.75,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Fish Curry,Fish cooked in a unique blend of coriander & coconut milk,Indian,140,7,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Fish Curry Combo,"Fish Curry with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,FALSE,FALSE,FALSE,Individual
Fish Curry Combo with Dessert,"Fish Curry with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,FALSE,FALSE,FALSE,Individual
Fish Fillet Burger,,American,240,12,,Burger-Platter,FALSE,FALSE,FALSE,Platter
Fish Fillet Burger,,American,15,,,Individually-Packed-Burger,FALSE,FALSE,FALSE,Individual
Fish Masala,Fish cooked in a traditional Indian sauce,Indian,140,7,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Fish Masala Combo,"Fish Masala with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,FALSE,FALSE,FALSE,Individual
Fish Masala Combo with Dessert,"Fish Masala with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,FALSE,FALSE,FALSE,Individual
Fish Pakora,Fish battered with three types of flour & deep fried,Indian,120,6,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
French Fries,,American,120,6,,Sides-Platter,TRUE,FALSE,FALSE,Individual
Fried Chicken Wings,,American,240,12,,Chicken-Platter,FALSE,FALSE,FALSE,Platter
Fruit Punch Juice (8 Pack),,Snacks & Drinks,8,,8,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Fuit & Nut Granola Bar,,Snacks & Drinks,4,,4,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Garlic Dip,,Pizza,1.5,,,Dips,FALSE,FALSE,FALSE,Individual
Garlic Naan,Flavored with garlic & basil,Indian,70,3.5,,Breads-Platter,TRUE,FALSE,FALSE,Platter
General Tso’s Chicken,Crispy battered chicken tossed in a spicy tangy sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Platter
General Tso’s Chicken with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
General Tso’s Chicken with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Gimme S'mores Cookies,,Specialty Desserts,115,5.75,,5oz Cookies,FALSE,FALSE,FALSE,Platter
Ginger Ale (12 Cans),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Ginger Ale (2L Bottle),,Snacks & Drinks,5.5,,5.5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Gluten Free Cheese Pizza,,Pizza,15,,,Pizza,FALSE,TRUE,FALSE,Individual
Gluten Free Vegan Cheese Pizza,,Pizza,17,,,Pizza,TRUE,TRUE,FALSE,Individual
Gluten Free Veggie Pizza,,Pizza,17,,,Pizza,FALSE,TRUE,FALSE,Individual
Grapefruit Sparkling Water (12 Pack),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Greek Salad,"Field Greens, Romaine, Feta Cheese, Kalamata Olives, Cucumber, Red Onions, Tomatoes, Greek Vinaigrette",Healthy,15,,,Salads,FALSE,FALSE,FALSE,Individual
"Greens, Eggs & Kale Bowl ","Scrambled Eggs, Feta, Kale, Cherry Tomatoes, Green Onion, Spicy Yogurt",Healthy,14,,,Bowls,FALSE,FALSE,FALSE,Individual
Grilled Beef Burger,,American,240,12,,Burger-Platter,FALSE,FALSE,FALSE,Platter
Grilled Beef Burger,,American,15,,,Individually-Packed-Burger,FALSE,FALSE,FALSE,Platter
Grilled Beef Salad,"Grilled beef, onions, cucumbers, tomatoes tossed in spicy chili garlic dressing and served on a bed of greens",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Grilled Chicken Burger,,American,240,12,,Burger-Platter,FALSE,FALSE,FALSE,Individual
Grilled Chicken Burger,,American,15,,,Individually-Packed-Burger,FALSE,FALSE,FALSE,Platter
Grilled Chicken Burrito,"Grilled Chicken with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,12,,,Individually-Packed-Burrito,FALSE,FALSE,TRUE,Individual
Grilled Chicken Burrito Platter,"Grilled Chicken with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,240,12,,Burrito-Platter,FALSE,FALSE,TRUE,Platter
Grilled Chicken Poke Bowl (Large),,Hawaiian,19,,,Large-Poke-Bowls,FALSE,FALSE,FALSE,Individual
Grilled Chicken Poke Bowl (Regular),,Hawaiian,16,,,Regular-Poke-Bowls,FALSE,FALSE,FALSE,Individual
Grilled Chicken Quesadilla,"Melted, cheesy goodness with grilled chicken grilled in a flour tortilla",Mexican,14,,,Individually-Packed-Quesadilla,FALSE,FALSE,TRUE,Individual
Grilled Chicken Quesadilla Platter,"Melted, cheesy goodness with grilled chicken grilled in a flour tortilla",Mexican,280,14,,Quesadilla-Platter,FALSE,FALSE,TRUE,Platter
Grilled Chicken Rice Bowl,"Grilled Chicken with rice, beans, salsa, veggies and cheese",Mexican,14,,,Individually-Packed-Bowl,FALSE,FALSE,TRUE,Individual
Grilled Chicken Rice Bowl Platter,"Grilled Chicken with rice, beans, salsa, veggies and cheese (Served as build your own bowl style)",Mexican,280,14,,Bowl-Platter,FALSE,FALSE,TRUE,Platter
Grilled Veggie Burrito,"Grilled Veggie with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,12,,,Individually-Packed-Burrito,FALSE,FALSE,FALSE,Individual
Grilled Veggie Burrito Platter,"Grilled Veggie with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,240,12,,Burrito-Platter,FALSE,FALSE,FALSE,Platter
Grilled Veggie Quesadilla,"Melted, cheesy goodness with grilled veggies grilled in a flour tortilla",Mexican,14,,,Individually-Packed-Quesadilla,FALSE,FALSE,FALSE,Individual
Grilled Veggie Quesadilla Platter,"Melted, cheesy goodness with grilled veggies grilled in a flour tortilla",Mexican,280,14,,Quesadilla-Platter,FALSE,FALSE,FALSE,Platter
Grilled Veggie Rice Bowl,"Grilled Veggie with rice, beans, salsa, veggies and cheese",Mexican,14,,,Individually-Packed-Bowl,FALSE,FALSE,FALSE,Individual
Grilled Veggie Rice Bowl Platter,"Grilled Veggie with rice, beans, salsa, veggies and cheese (Served as build your own bowl style)",Mexican,280,14,,Bowl-Platter,FALSE,FALSE,FALSE,Platter
Ground Beef Burrito,"Ground beef with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,12,,,Individually-Packed-Burrito,FALSE,FALSE,FALSE,Individual
Ground Beef Burrito Platter,"Ground beef with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,240,12,,Burrito-Platter,FALSE,FALSE,FALSE,Platter
Ground Beef Quesadilla,"Melted, cheesy goodness with grilled beef grilled in a flour tortilla",Mexican,14,,,Individually-Packed-Quesadilla,FALSE,FALSE,FALSE,Individual
