Product Name,Product Description,Product Categories,Product Price,Product Price per person,Minimum Price Per Person,Product Sub-category,Vegan,Gluten Free,Halal,Kind
Ground Beef Quesadilla Platter,"Melted, cheesy goodness with grilled beef grilled in a flour tortilla",Mexican,280,14,,Quesadilla-Platter,FALSE,FALSE,FALSE,Platter
Ground Beef Rice Bowl,"Ground beef with rice, beans, salsa, veggies and cheese",Mexican,14,,,Individually-Packed-Bowl,FALSE,FALSE,FALSE,Individual
Ground Beef Rice Bowl Platter,"Ground beef with rice, beans, salsa, veggies and cheese (Served as build your own bowl style)",Mexican,280,14,,Bowl-Platter,FALSE,FALSE,FALSE,Platter
Gulab Jamun,,Indian Fusion,120,6,,Dessert-Platter,FALSE,FALSE,FALSE,Platter
Gulab Jamun,,Indian Fusion,6,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Gulab Jamun,"Fried dough balls that are soaked in a sweet, sticky sugar syrup",Indian,80,4,,Dessert-Platter,TRUE,FALSE,FALSE,Platter
Gyro Bowl,"Beef gyro with basmati rice, lettuce, tomatoes, green pepper, onion, pita bread, white sauce & hot sauce.",Mediterranean,18,,,Individually-Packed-Bowls,FALSE,FALSE,TRUE,Individual
Gyro Meal Platter,"Beef gyro with basmati rice, lettuce, tomatoes, olives, pita bread, white sauce & hot sauce.",Mediterranean,400,20,,Meal-Platters,FALSE,FALSE,TRUE,Individual
Gyro Sandwich,"Beef Gyro with lettuce, tomatoes, green peppers, onion, white sauce & hot sauce.",Mediterranean,15,,,Individually-Packed-Wraps,FALSE,FALSE,TRUE,Individual
Ham & Bacon Sandwich Platter,"Freshly baked white baguette with mortadella & hot bacon along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Ham & Cheese Sandwich Platter,"Freshly baked white baguette with mortadella along with extra provolone cheese, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Honey Garlic Chicken Banh Mi,Boneless chicken breast simmered in a sweet and savory four-ingredient recipe tand coated with honey garlic sauce,Vietnamese,13,,,Individually-Packed-Banh-Mi,FALSE,FALSE,FALSE,Individual
Honey Garlic Chicken Banh Mi Platter,Boneless chicken breast simmered in a sweet and savory four-ingredient recipe tand coated with honey garlic sauce,Vietnamese,240,12,,Banh-Mi-Platter,FALSE,FALSE,FALSE,Platter
Honey Garlic Chicken Wings,,Pizza,12,,,Chicken,FALSE,FALSE,FALSE,Individual
Honey Garlic Spareribs,Crispy spareribs tossed in a minced garlic & honey sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Honey Garlic Spareribs with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Honey Garlic Spareribs with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Hot & Spicy Squid,Crispy squid in a spicy peppercorn dressing & garlic,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Hot & Spicy Squid with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Platter
Hot & Spicy Squid with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Hot Buffalo Dip,,Pizza,1.5,,,Dips,FALSE,FALSE,FALSE,Individual
Hot Chocolate (Serves 12),,Baked Goods & Coffee,48,4,,Drinks,FALSE,FALSE,FALSE,Platter
Hot Salami Sandwich Platter,"Freshly baked white baguette with spicy genoa salami along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Huevos Egg Bowl,"Scrambled Egg & Kale, Avocado, Aged Cheddar, Black Beans, Salsa Fresca, Fiery Bbq Sauce",Healthy,14,,,Bowls,FALSE,FALSE,FALSE,Individual
Italian Deli Sandwich Platter,"Freshly baked white baguette with mortadella & mild genoa salami along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Italian Market Chicken Wrap,"Field greens, Kale, Chicken, Mozzarella, Beet Slaw, Red Onions, Balsamic Vinaigrette, Whole Wheat Wrap",Healthy,16,,,Wraps,FALSE,FALSE,FALSE,Individual
Jeera Rice,Basmati rice cooked with cumin seeds & aromatic flavor,Indian,80,4,,Rice-Platter,TRUE,FALSE,FALSE,Platter
Kadhai Lamb,"Boneless lamb cooked with fresh tomatoes, onions, green peppers, and fresh spices",Indian,160,8,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Kadhai Paneer,"Marinated & baked paneer cooked with onion, tomatoes, bell peppers & garlic sauce",Indian,140,7,,Curry-Platter,TRUE,FALSE,FALSE,Platter
Kadhai Paneer Combo,"Kadhai Paneer with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,TRUE,FALSE,FALSE,Individual
Kadhai Paneer Combo with Dessert,"Kadhai Paneer with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,TRUE,FALSE,FALSE,Individual
Kale Caesar Salad,"Kale, Quinoa, Crispy Chickpeas, Hemp seeds, Parmesan Cheese, Caesar",Healthy,15,,,Salads,FALSE,FALSE,FALSE,Individual
Ketchup Potato Chips,,Snacks & Drinks,5,,5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Kheer,"Chilled dessert made from slow-cooked rice, milk, and sugar",Indian,80,4,,Dessert-Platter,TRUE,FALSE,FALSE,Platter
Kung Pao Chicken,"Boneless chicken stir-fried with peanuts, and vegetables",Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Platter
Kung Pao Chicken with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Kung Pao Chicken with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Platter
Kung Pao Prawns,"Prawns stir-fried with sweet & chilli peppers, onions & peanuts",Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Kung Pao Prawns with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Individual
Kung Pao Prawns with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Individual
Laab-Chicken,"Spicy chicken salad with chili, shallots, green onion, mint, and roasted rice in lime sauce",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Laab-Pork,"Spicy pork salad with chili, shallots, green onion, mint, and roasted rice in lime sauce",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Lamb Biryani,Basmati rice cooked with lamb & Indian spices,Indian,140,7,,Rice-Platter,FALSE,FALSE,FALSE,Platter
Lamb Curry,Boneless lamb cooked in onion sauce with fresh ginger and spices,Indian,160,8,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Lamb Kebab,Lamb marinatd in fresh Indian spices and grilled in the tandoor to perfection,Indian,160,8,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Lamb Korma,Boneless lamb cooked in white cashew nut sauce,Indian,160,8,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Lamb Makhani,Boneless lamb cooked in creamy tomato sauce,Indian,160,8,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Lamb Vindaloo,"Boneless lamb and potatoes cooked in a zesty, tangy curry sauce",Indian,160,8,,Curry-Platter,FALSE,FALSE,FALSE,Platter
Large BBQ Chicken Pizza,,Pizza,17,,,Pizza,FALSE,FALSE,FALSE,Individual
Large Cheese Pizza,,Pizza,15,,,Pizza,FALSE,FALSE,FALSE,Individual
Large Chicken Alfredo Pizza,,Pizza,17,,,Pizza,FALSE,FALSE,FALSE,Individual
Large Chicken Ranch Pizza,,Pizza,17,,,Pizza,FALSE,FALSE,FALSE,Individual
Large Ham & Bacon Sandwich,"Freshly baked white baguette with mortadella & hot bacon along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Ham & Cheese Sandwich,"Freshly baked white baguette with mortadella along with extra provolone cheese, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Hawaiian Pizza,,Pizza,15,,,Pizza,FALSE,FALSE,FALSE,Individual
Large Hot Salami Sandwich,"Freshly baked white baguette with spicy genoa salami along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Italian Deli Sandwich,"Freshly baked white baguette with mortadella & mild genoa salami along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Meatball Sandwich,"Freshly baked white baguette with meatball & tomato sauce along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Pepperoni Pizza,,Pizza,15,,,Pizza,FALSE,FALSE,FALSE,Individual
Large Roast Beef Sandwich,"Freshly baked white baguette with roasted beef breast along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Tuna Sandwich,"Freshly baked white baguette with tuna salad along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Turkey Sandwich,"Freshly baked white baguette with smoked turkey breast along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Large Vegan Sandwich,"Freshly baked white baguette with roasted red pepper, roasted mushroom and pickles along with lettuce, tomatoes & onions.",Sandwiches,19,,,Individually-Packed-Sandwich,TRUE,FALSE,FALSE,Individual
Large Vegan Veggie Pizza,,Pizza,15,,,Pizza,TRUE,FALSE,FALSE,Individual
Large Veggie Pizza,,Pizza,15,,,Pizza,FALSE,FALSE,FALSE,Individual
Large Veggie Sandwich,"Freshly baked white baguette with roasted red pepper, roasted mushroom and pickles along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,19,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Lemon Chicken,Crispy battered chicken tossed in a tangy lemon sauce,Chinese,200,10,,Main-Platter,FALSE,FALSE,FALSE,Individual
Lemon Chicken with Chowmein,,Chinese,20,,,Individually-Packed-Chowmein-Combo,FALSE,FALSE,FALSE,Platter
Lemon Chicken with Fried Rice,,Chinese,20,,,Individually-Packed-Rice-Combo,FALSE,FALSE,FALSE,Individual
Lime Sparkling Water (12 Pack),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Macroni Salad,,Sandwiches,140,7,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Macroni Salad,,Pasta,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Maki Combo,"Tuna Maki, Salmon Mak & Cucumber Maki ",Japanese,15.5,,,Individually-Packed-Sushi-Combos,FALSE,FALSE,FALSE,Individual
Marbled Cookie Brownie (6 pieces),,Pizza,7,,,Dessert,FALSE,FALSE,FALSE,Individual
Marinara Dip,,Pizza,1.5,,,Dips,FALSE,FALSE,FALSE,Individual
Matcha Latte Cookies,,Specialty Desserts,115,5.75,,5oz Cookies,FALSE,FALSE,FALSE,Platter
Matcha Waffles,,Specialty Desserts,66,3.14,,Mini Waffles,FALSE,FALSE,FALSE,Platter
Meatball Sandwich Platter,"Freshly baked white baguette with meatball & tomato sauce along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Mezze Delight Quinoa Bowl,"Field Greens, Quinoa, Crispy Chickpeas, Beet Slaw, Cabbage, Cilantro, Cucumber, Sesame Seeds, Tomatoes, Lemon Za'Atar Vinaigrette, Tahini Sauce",Healthy,15,,,Bowls,FALSE,FALSE,FALSE,Individual
Milk Chocolate Cookies,,Snacks & Drinks,6,,6,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Milky Crunch Waffles,,Specialty Desserts,66,3.14,,Mini Waffles,FALSE,FALSE,FALSE,Platter
Minced Garlic Pork Banh Mi,Vietnamese pork sausage with aromatic garlic and a hint of sweetness perfectly balanced with smoky flavors,Vietnamese,13,,,Individually-Packed-Banh-Mi,FALSE,FALSE,FALSE,Individual
Minced Garlic Pork Banh Mi Platter,Vietnamese pork sausage with aromatic garlic and a hint of sweetness perfectly balanced with smoky flavors,Vietnamese,240,12,,Banh-Mi-Platter,FALSE,FALSE,FALSE,Platter
Mini Brownies,,Baked Goods & Coffee,60,3,,Baked-Goods-Platter,FALSE,FALSE,FALSE,Platter
Mixed Berry Granola Bar,,Snacks & Drinks,4,,4,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Mixed Berry Juice (8 Pack),,Snacks & Drinks,8,,8,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Mixed Olives,,Sandwiches,140,7,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Mixed Olives,,Pasta,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Mixed Veggie Salad,"Broccoli, carrot, cabbage, cauliflower, tossed in coconut lime sauce",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Mouth Watering Chicken,Chicken tossed in a spicy Szechuan peppercorn dressing & garlic,Chinese,100,5,,Appetizer-Platter,FALSE,FALSE,FALSE,Individual
Num-Tok Beef,"Spicy salad with chili, shallots, green onion, mint, and roasted rice in lime sauce",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Num-Tok Pork,"Spicy pork salad with chili, shallots, green onion, mint, and roasted rice in lime sauce",Thai,15,,,Individually-Packed-Salads,FALSE,FALSE,FALSE,Individual
Oatmeal Cookies,,Snacks & Drinks,6,,6,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Oats & Honey Granola Bar,,Snacks & Drinks,4,,4,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
OG Cookies,,Specialty Desserts,115,5.75,,5oz Cookies,FALSE,FALSE,FALSE,Platter
Onion Rings,,American,160,8,,Sides-Platter,TRUE,FALSE,FALSE,Platter
Orange Juice (8 Pack),,Snacks & Drinks,8,,8,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Original Waffles,,Specialty Desserts,66,3.14,,Mini Waffles,FALSE,FALSE,FALSE,Platter
Palak Paneer,"Homemade cheese cooked with spinach, onions & Indian spices",Indian,140,7,,Curry-Platter,TRUE,FALSE,FALSE,Platter
Palak Paneer Combo,"Palak Paneer with Dal Makhani, Rice & Naan ",Indian,19,,,Individual-Combo,TRUE,FALSE,FALSE,Individual
Palak Paneer Combo with Dessert,"Palak Paneer with Dal Makhani, Rice, Naan & Gulab Jamun",Indian,20,,,Individual-Combo-with-Dessert,TRUE,FALSE,FALSE,Individual
Pan Fried Chicken Potstickers,Dumplings filled with minced chicken & cabbage,Chinese,100,5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Pan Fried Pork Buns,"Pork buns filled with pork & scallions, soft bun, crispy bottom",Chinese,100,5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Pan Fried Pork Potstickers,Pork dumplings filled with minced pork & cabbage,Chinese,100,5,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Paneer Butter Masala Biryani,"Saffron rice with paneer butter masala, spices, fried onions and cilantro garnish.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Paneer Butter Masala Biryani Platter,"Saffron rice with paneer butter masala, spices, fried onions and cilantro garnish.",Indian Fusion,300,15,,Biryani-Platter,FALSE,FALSE,FALSE,Platter
Paneer Butter Masala Dirty Samosa,"Baked potato samosas with butter paneer masala, fresh mint mayonnaise, chives and potato strings.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Paneer Butter Masala Dirty Samosa Platter,"Baked potato samosas with butter paneer masala, fresh mint mayonnaise, chives and potato strings.",Indian Fusion,300,15,,Dirty-Samosa-Platter,FALSE,FALSE,FALSE,Platter
Paneer Butter Masala Mac & Cheese,"Macroni, cheddar, mozzarella, chives and butter paneer masala.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Paneer Butter Masala Mac & Cheese Platter,"Macroni, cheddar, mozzarella, chives and butter paneer masala.",Indian Fusion,300,15,,Mac-&-Cheese-Platter,FALSE,FALSE,FALSE,Platter
Paneer Butter Masala Sandwich,"Ciabatta bun, paneer butter masala, house mayo, kale slaw and pickled onions.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Paneer Butter Masala Sandwich Platter,"Ciabatta bun, paneer butter masala, house mayo, kale slaw and pickled onions.",Indian Fusion,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Paneer Butter Masala Tacos,"Freshly made flour tortillas with paneer butter masala, mint mayo, pico de gallo, fresh jalapeno, cilantro and pickled onions.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Paneer Butter Masala Tacos Platter,"Freshly made flour tortillas with paneer butter masala, mint mayo, pico de gallo, fresh jalapeno, cilantro and pickled onions.",Indian Fusion,300,15,,Indian-Tacos-Platter,FALSE,FALSE,FALSE,Platter
Paneer Butter Masala Tuscan Salad,"House citrus dressing, pumpkin seeds, cheese nacho crumbs, diced tomatoes, chickpeas, jalapeno and paneer butter masala.",Indian Fusion,16.5,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Paneer Butter Masala Tuscan Salad Platter,"House citrus dressing, pumpkin seeds, cheese nacho crumbs, diced tomatoes, chickpeas, jalapeno and paneer butter masala.",Indian Fusion,300,15,,Tuscan-Salad-Platter,FALSE,FALSE,FALSE,Platter
Paneer Pakora,Cottage cheese pieces battered with Indian spices & deep fried,Indian,120,6,,Appetizer-Platter,TRUE,FALSE,FALSE,Platter
Paneer Tikka,Fresh Indian cheese marinated in spices and baked in tandoor,Indian,120,6,,Appetizer-Platter,TRUE,FALSE,FALSE,Platter
Parmesan Bread Bites,,Pizza,8,,,Breads,FALSE,FALSE,FALSE,Individual
Pea Pulao,Basmati rice cooked with green peas,Indian,80,4,,Rice-Platter,TRUE,FALSE,FALSE,Platter
Peanut Butter Granola Bar,,Snacks & Drinks,4,,4,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Penne Pesto Cream Platter,,Pasta,300,15,,Pasta-Platter,FALSE,FALSE,FALSE,Platter
Penne Pesto Cream with Focaccia,,Pasta,18,,,Individually-Packed-Pasta,FALSE,FALSE,FALSE,Individual
Pepperoni Stuffed Cheesy Bread,,Pizza,10,,,Breads,FALSE,FALSE,FALSE,Individual
Peri Peri Chicken Wings,,American,200,10,,Chicken-Platter,FALSE,FALSE,FALSE,Individual
Pesto Pasta Salad,,Sandwiches,140,7,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Pesto Pasta Salad,,Pasta,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Plain Naan,White unleavened bread baked in the tandoor oven,Indian,50,2.5,,Breads-Platter,TRUE,FALSE,FALSE,Platter
Poke Tray A,"Salmon and spicy albacore with masago garnish, white rice, pineapple, seaweed salad, sweet corn, kimchi, raddish and seaweed seasoning.",Hawaiian,300,15,,Hawaiian-Party-Tray,FALSE,FALSE,FALSE,Platter
Poke Tray B,"Albacore tuna, soy marinated samlon, tuna and scallop with white rice, cucumber, pickled ginger, tamagoyaki and massago topping.",Hawaiian,300,15,,Hawaiian-Party-Tray,FALSE,FALSE,FALSE,Platter
Pork Al Pastor Burrito,"Pork al pastor with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,12,,,Individually-Packed-Burrito,FALSE,FALSE,FALSE,Individual
Pork Al Pastor Burrito Platter,"Pork al pastor with rice, beans, salsa, veggies and cheese, all rolled into a grilled tortilla",Mexican,240,12,,Burrito-Platter,FALSE,FALSE,FALSE,Platter
Pork Al Pastor Quesadilla,"Melted, cheesy goodness with pork al pastor grilled in a flour tortilla",Mexican,14,,,Individually-Packed-Quesadilla,FALSE,FALSE,FALSE,Individual
Pork Al Pastor Quesadilla Platter,"Melted, cheesy goodness with pork al pastor grilled in a flour tortilla",Mexican,280,14,,Quesadilla-Platter,FALSE,FALSE,FALSE,Platter
Pork Al Pastor Rice Bowl,"Pork al pastor with rice, beans, salsa, veggies and cheese",Mexican,14,,,Individually-Packed-Bowl,FALSE,FALSE,FALSE,Individual
Pork Al Pastor Rice Bowl Platter,"Pork al pastor with rice, beans, salsa, veggies and cheese (Served as build your own bowl style)",Mexican,280,14,,Bowl-Platter,FALSE,FALSE,FALSE,Platter
"Pork Green Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Pork Gyoza,,Japanese,140,7,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Pork Lemongrass Banh Mi,"Aromatic mix of shallots, garlic, lemongrass, honey, fish sauce, and sesame oil mingled with kurobuta gourmet pork",Vietnamese,13,,,Individually-Packed-Banh-Mi,FALSE,FALSE,FALSE,Individual
Pork Lemongrass Banh Mi Platter,"Aromatic mix of shallots, garlic, lemongrass, honey, fish sauce, and sesame oil mingled with kurobuta gourmet pork",Vietnamese,240,12,,Banh-Mi-Platter,FALSE,FALSE,FALSE,Platter
"Pork Massaman Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Pork Pad Kee Mao,"Fresh rice noodle wok fried with sprouts, peppers, cabbage, tomatoes and basil in fresh garlic chili sauce",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Pork Pad Mee,"Brown rice vermicelli wok fried with peppers, cabbage, onions, tomatoes, sprouts and egg in thai style garlic sauce",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Pork Pad See-Ew,"Fresh rice noodle wok fried with gai lan, sprouts, cabbage, carrots, and egg",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Pork Pad Thai,"Rice noodle wok fried with sprouts, egg, green onions, tofu, prawns topped with crushed peanuts, and cilantro",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
"Pork Panang Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
"Pork Red Curry with Rice, Salad & Spring Roll",,Thai,19,,,Individually-Packed-Combos,FALSE,FALSE,FALSE,Individual
Pork Salad Roll Platter,,Vietnamese,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Pork Spring Roll Platter,,Vietnamese,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Potato Salad,,Sandwiches,140,7,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Potato Salad,,Pasta,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Potato Wedges,,American,160,8,,Sides-Platter,TRUE,FALSE,FALSE,Individual
Prawn Tempura,,Japanese,120,6,,Sides-Platter,FALSE,FALSE,FALSE,Platter
Prawn Wrap,Tiger prawns wrapped in wonton wrap and served with plum sauce,Thai,120,6,,Appetizer-Platter,FALSE,FALSE,FALSE,Platter
Prawns Pad Thai,"Rice noodle wok fried with sprouts, egg, green onions, tofu, prawns topped with crushed peanuts, and cilantro",Thai,18,,,Individually-Packed-Noodles,FALSE,FALSE,FALSE,Individual
Radiatori Rose Platter,,Pasta,300,15,,Pasta-Platter,FALSE,FALSE,FALSE,Platter
Radiatori Rose with Focaccia,,Pasta,18,,,Individually-Packed-Pasta,FALSE,FALSE,FALSE,Individual
Rainbow Cookies,,Snacks & Drinks,6,,6,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Ranch Dip,,Pizza,1.5,,,Dips,FALSE,FALSE,FALSE,Individual
Rasmalai,Flattened balls of chhena soaked in malai and flavoured with cardamom,Indian,80,4,,Dessert-Platter,TRUE,FALSE,FALSE,Platter
Rasmalai,,Indian Fusion,120,6,,Dessert-Platter,FALSE,FALSE,FALSE,Platter
Rasmalai,,Indian Fusion,6,,,Individually-Packed,FALSE,FALSE,FALSE,Individual
Raspberry Sparkling Water (12 Pack),,Snacks & Drinks,14,,14,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Raspberry Waffles,,Specialty Desserts,66,3.14,,Mini Waffles,FALSE,FALSE,FALSE,Platter
Regular Ham & Bacon Sandwich,"Freshly baked white baguette with mortadella & hot bacon along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Ham & Cheese Sandwich,"Freshly baked white baguette with mortadella along with extra provolone cheese, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Hot Salami Sandwich,"Freshly baked white baguette with spicy genoa salami along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Italian Deli Sandwich,"Freshly baked white baguette with mortadella & mild genoa salami along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Meatball Sandwich,"Freshly baked white baguette with meatball & tomato sauce along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Ripple Cut Chips,,Snacks & Drinks,5,,5,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
Regular Roast Beef Sandwich,"Freshly baked white baguette with roasted beef breast along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Tuna Sandwich,"Freshly baked white baguette with tuna salad along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Turkey Sandwich,"Freshly baked white baguette with smoked turkey breast along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Regular Vegan Sandwich,"Freshly baked white baguette with roasted red pepper, roasted mushroom and pickles along with lettuce, tomatoes & onions.",Sandwiches,16,,,Individually-Packed-Sandwich,TRUE,FALSE,FALSE,Individual
Regular Veggie Sandwich,"Freshly baked white baguette with roasted red pepper, roasted mushroom and pickles along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,16,,,Individually-Packed-Sandwich,FALSE,FALSE,FALSE,Individual
Rigatoni Arrabbiata Platter,,Pasta,300,15,,Pasta-Platter,TRUE,FALSE,FALSE,Platter
Rigatoni Arrabbiata with Focaccia,,Pasta,18,,,Individually-Packed-Pasta,TRUE,FALSE,FALSE,Individual
Roast Beef Sandwich Platter,"Freshly baked white baguette with roasted beef breast along with provolone, dressed lettuce, tomatoes, onions & mayo.",Sandwiches,300,15,,Sandwich-Platter,FALSE,FALSE,FALSE,Platter
Roasted Almond Granola Bar,,Snacks & Drinks,4,,4,Snacks & Drinks,FALSE,FALSE,FALSE,Individual
S'mores Waffles,,Specialty Desserts,66,3.14,,Mini Waffles,FALSE,FALSE,FALSE,Platter
Salmon & Scallop Poke Bowl (Large),,Hawaiian,19,,,Large-Poke-Bowls,FALSE,FALSE,FALSE,Individual
